id,URL,ns1:title,ns1:description,ns1:keywords,ns1:pres_category,ns1:agency,BOS Agency number,ns1:fog ,ns1:published,ns1:versions,ns1:licensing,ns1:type,ns1:inclusion,ns1:identifier,ns1:audience,ns1:coverage,ns1:language,ns1:publisher,BOS Publishing agency number,ns1:availability,ns1:mandate,ns1:owner,ns1:source,ns1:contributor,BOS contributing agency number,ns1:referenceslnsw,ns1:referencenswrecords,ns1:referencenla,ns1:containdata,ns1:current,ns1:featured,ns1:rights,ns1:filesize,ns1:rawfilesize,ns1:mimetype,ns1:pages,ns1:swfurl,ns1:processstate,ns1:workflowstate,ns1:previewurl,ns1:txturl,ns1:thumbnailurl,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10,uid11,uid12,uid13,uid14,uid15,uid16,uid17,uid18,uid19,uid20,uid21,uid22,uid23,uid24,uid25,uid26,uid27,uid28,uid29
1327,http://publications.nsw.gov.au/pub/218/cae/218cae65dfe495f8d822788c323f89be2a7f4595/document.pdf,Botanic Gardens Trust Annual Report 2010,,,,Botanic Gardens Trust,,,5/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©Botanic Gardens Trust, Sydney 2010",3M,3824982,application/pdf,100,http://publications.nsw.gov.au/pub/218/cae/218cae65dfe495f8d822788c323f89be2a7f4595/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/218/cae/218cae65dfe495f8d822788c323f89be2a7f4595/preview.jpg,http://publications.nsw.gov.au/pub/218/cae/218cae65dfe495f8d822788c323f89be2a7f4595/publication.txt,http://publications.nsw.gov.au/pub/218/cae/218cae65dfe495f8d822788c323f89be2a7f4595/thumbnail.gif,218cae65dfe495f8d822788c323f89be2a7f4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,http://publications.nsw.gov.au/pub/acd/5fa/acd5fa02dc818aad7fb7840b75bd523f81a6e397/document.pdf,Building and Construction Industry Long Service Payments Corporation Annual Report 08-09,,,,,1862,Infrastructure and Communications,29/10/2009,,Attribution Creative Commons (cc by),Annual Report,31/12/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1736843,application/pdf,76,http://publications.nsw.gov.au/pub/acd/5fa/acd5fa02dc818aad7fb7840b75bd523f81a6e397/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/acd/5fa/acd5fa02dc818aad7fb7840b75bd523f81a6e397/publication.txt,http://publications.nsw.gov.au/pub/acd/5fa/acd5fa02dc818aad7fb7840b75bd523f81a6e397/thumbnail.gif,acd5fa02dc818aad7fb7840b75bd523f81a6e397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,http://publications.nsw.gov.au/pub/254/304/25430499dbff35895f3de9d1d0c50ce52a09d813/document.pdf,Building and Construction Industry Long Service Payments Corporation Annual Report 2006-07,,,,,1862,Infrastructure and Communications,26/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,980K,1004079,application/pdf,58,http://publications.nsw.gov.au/pub/254/304/25430499dbff35895f3de9d1d0c50ce52a09d813/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/254/304/25430499dbff35895f3de9d1d0c50ce52a09d813/publication.txt,http://publications.nsw.gov.au/pub/254/304/25430499dbff35895f3de9d1d0c50ce52a09d813/thumbnail.gif,25430499dbff35895f3de9d1d0c50ce52a09d813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,http://publications.nsw.gov.au/pub/4a0/1df/4a01df538ad86dca09a08d9700c0b39a74584b25/document.pdf,Cancer Institute NSW Annual Report 2007,,,,Cancer Institute NSW,,,22/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Cancer Institute NSW October 2007,5M,5449653,application/pdf,192,,previewable,published,http://publications.nsw.gov.au/pub/4a0/1df/4a01df538ad86dca09a08d9700c0b39a74584b25/preview.jpg,http://publications.nsw.gov.au/pub/4a0/1df/4a01df538ad86dca09a08d9700c0b39a74584b25/publication.txt,http://publications.nsw.gov.au/pub/4a0/1df/4a01df538ad86dca09a08d9700c0b39a74584b25/thumbnail.gif,4a01df538ad86dca09a08d9700c0b39a74584b25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,http://publications.nsw.gov.au/pub/62d/aca/62daca12a49aaf661c6d31a8a338fb0454910001/document.pdf,Cancer Institute NSW Annual Report 2009,,,,Cancer Institute NSW,,,30/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Cancer Institute NSW October 2009,5M,5746990,application/pdf,136,http://publications.nsw.gov.au/pub/62d/aca/62daca12a49aaf661c6d31a8a338fb0454910001/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/62d/aca/62daca12a49aaf661c6d31a8a338fb0454910001/preview.jpg,http://publications.nsw.gov.au/pub/62d/aca/62daca12a49aaf661c6d31a8a338fb0454910001/publication.txt,http://publications.nsw.gov.au/pub/62d/aca/62daca12a49aaf661c6d31a8a338fb0454910001/thumbnail.gif,62daca12a49aaf661c6d31a8a338fb0454910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,http://publications.nsw.gov.au/pub/9c4/1f9/9c41f969abe8e9bc881b832bad4a8a20f54e8c09/document.pdf,Cancer Institute NSW Annual Report 2010,,,,Cancer Institute NSW,,,2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,4M,5235898,application/pdf,120,http://publications.nsw.gov.au/pub/9c4/1f9/9c41f969abe8e9bc881b832bad4a8a20f54e8c09/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/9c4/1f9/9c41f969abe8e9bc881b832bad4a8a20f54e8c09/preview.jpg,http://publications.nsw.gov.au/pub/9c4/1f9/9c41f969abe8e9bc881b832bad4a8a20f54e8c09/publication.txt,http://publications.nsw.gov.au/pub/9c4/1f9/9c41f969abe8e9bc881b832bad4a8a20f54e8c09/thumbnail.gif,9c41f969abe8e9bc881b832bad4a8a20f54e8c09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,http://publications.nsw.gov.au/pub/710/10d/71010d50f6b8a57a7ac8977b91f46624c2b08820/document.pdf,Casino Liquor and Gaming Control Authority Annual Report 2008/09,,,,Casino Liquor and Gaming Control Authority ,,,30/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2135730,application/pdf,91,http://publications.nsw.gov.au/pub/710/10d/71010d50f6b8a57a7ac8977b91f46624c2b08820/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/710/10d/71010d50f6b8a57a7ac8977b91f46624c2b08820/preview.jpg,http://publications.nsw.gov.au/pub/710/10d/71010d50f6b8a57a7ac8977b91f46624c2b08820/publication.txt,http://publications.nsw.gov.au/pub/710/10d/71010d50f6b8a57a7ac8977b91f46624c2b08820/thumbnail.gif,71010d50f6b8a57a7ac8977b91f46624c2b08820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,http://publications.nsw.gov.au/pub/462/dec/462decddc2aba7e76877c70b981c31ed32e5a106/document.pdf,"Casino, Liquor and Gaming Control Authority Annual Report 2009-10",,,,"Casino, Liquor and Gaming Control Authority ",,"Law and Order, Recreation and Culture",20/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,6322,,,,,,,,,,,,,©State of New South Wales,1M,1257375,application/pdf,77,http://publications.nsw.gov.au/pub/462/dec/462decddc2aba7e76877c70b981c31ed32e5a106/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/462/dec/462decddc2aba7e76877c70b981c31ed32e5a106/preview.jpg,http://publications.nsw.gov.au/pub/462/dec/462decddc2aba7e76877c70b981c31ed32e5a106/publication.txt,http://publications.nsw.gov.au/pub/462/dec/462decddc2aba7e76877c70b981c31ed32e5a106/thumbnail.gif,462decddc2aba7e76877c70b981c31ed32e5a106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,http://publications.nsw.gov.au/pub/90f/8d0/90f8d00365db38c7f06c3d06b182a811b7893197/document.pdf,Centennial Parklands Foundation Annual Report 2005-2006,Centennial Parklands Foundation is a charitable foundation established by the Centennial Park and Moore Park Trust,,,Centennial Parklands Foundation,,,26/10/2006,,Attribution Creative Commons (cc by),Annual Report,03/12/2010,,Australians,New South Wales,English,,,,,,,,,,,,,True,,©State of New South Wales,1M,1999881,application/pdf,24,http://publications.nsw.gov.au/pub/90f/8d0/90f8d00365db38c7f06c3d06b182a811b7893197/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/90f/8d0/90f8d00365db38c7f06c3d06b182a811b7893197/preview.jpg,http://publications.nsw.gov.au/pub/90f/8d0/90f8d00365db38c7f06c3d06b182a811b7893197/publication.txt,http://publications.nsw.gov.au/pub/90f/8d0/90f8d00365db38c7f06c3d06b182a811b7893197/thumbnail.gif,90f8d00365db38c7f06c3d06b182a811b7893197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,http://publications.nsw.gov.au/pub/716/d42/716d4209eba1048f069981b05a14914cd6a2f691/document.pdf,Centennial Parklands Foundation Annual Report 2006-2007,Centennial Parklands Foundation is a charitable foundation established by the Centennial Park and Moore Park Trust,,,Centennial Parklands Foundation,,,2007,,Attribution Creative Commons (cc by),Annual Report,03/12/2010,,Australians,New South Wales,English,,,,,,,,,,,,,True,,©State of New South Wales,3M,3406947,application/pdf,12,http://publications.nsw.gov.au/pub/716/d42/716d4209eba1048f069981b05a14914cd6a2f691/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/716/d42/716d4209eba1048f069981b05a14914cd6a2f691/preview.jpg,http://publications.nsw.gov.au/pub/716/d42/716d4209eba1048f069981b05a14914cd6a2f691/publication.txt,http://publications.nsw.gov.au/pub/716/d42/716d4209eba1048f069981b05a14914cd6a2f691/thumbnail.gif,716d4209eba1048f069981b05a14914cd6a2f691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,http://publications.nsw.gov.au/pub/ce9/1ae/ce91ae49a22143af4764b6bb3c56af1c7d2dd866/document.pdf,Centennial Parklands Foundation Annual Report 2007-08,Centennial Parklands Foundation is a charitable foundation established by the Centennial Park and Moore Park Trust,,,Centennial Parklands Foundation,,,2008,,Attribution Creative Commons (cc by),Annual Report,03/12/2010,,Australians,New South Wales,English,,,,,,,,,,,,,True,,©State of New South Wales,2M,2828685,application/pdf,16,http://publications.nsw.gov.au/pub/ce9/1ae/ce91ae49a22143af4764b6bb3c56af1c7d2dd866/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/ce9/1ae/ce91ae49a22143af4764b6bb3c56af1c7d2dd866/preview.jpg,http://publications.nsw.gov.au/pub/ce9/1ae/ce91ae49a22143af4764b6bb3c56af1c7d2dd866/publication.txt,http://publications.nsw.gov.au/pub/ce9/1ae/ce91ae49a22143af4764b6bb3c56af1c7d2dd866/thumbnail.gif,ce91ae49a22143af4764b6bb3c56af1c7d2dd866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,http://publications.nsw.gov.au/pub/d14/160/d141606bd83a7ba753cfbc885de5ebc85ff7da39/document.pdf,Centennial Parklands Foundation Annual Report 2008-09,Centennial Parklands Foundation is a charitable foundation established by the Centennial Park and Moore Park Trust,,,Centennial Parklands Foundation,,Conservation and Environment,2009,,Attribution Creative Commons (cc by),Annual Report,31/12/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2824398,application/pdf,16,http://publications.nsw.gov.au/pub/d14/160/d141606bd83a7ba753cfbc885de5ebc85ff7da39/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/d14/160/d141606bd83a7ba753cfbc885de5ebc85ff7da39/publication.txt,http://publications.nsw.gov.au/pub/d14/160/d141606bd83a7ba753cfbc885de5ebc85ff7da39/thumbnail.gif,d141606bd83a7ba753cfbc885de5ebc85ff7da39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,http://publications.nsw.gov.au/pub/795/0e2/7950e214e68974c08c1d2bf7b30ed32d46e11e4c/document.pdf,Centennial Parklands Foundation Annual Report 2009-10,Centennial Parklands Foundation is a charitable foundation established by the Centennial Park and Moore Park Trust,,,Centennial Parklands Foundation,,,29/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2750253,application/pdf,32,http://publications.nsw.gov.au/pub/795/0e2/7950e214e68974c08c1d2bf7b30ed32d46e11e4c/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/795/0e2/7950e214e68974c08c1d2bf7b30ed32d46e11e4c/preview.jpg,http://publications.nsw.gov.au/pub/795/0e2/7950e214e68974c08c1d2bf7b30ed32d46e11e4c/publication.txt,http://publications.nsw.gov.au/pub/795/0e2/7950e214e68974c08c1d2bf7b30ed32d46e11e4c/thumbnail.gif,7950e214e68974c08c1d2bf7b30ed32d46e11e4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,http://publications.nsw.gov.au/pub/d36/dea/d36deabc83b4293d362f4b4572a2667574065204/document.pdf,Central West Catchment Management Authority Annual Report 08|09,,,,,5300,,26/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1601923,application/pdf,84,http://publications.nsw.gov.au/pub/d36/dea/d36deabc83b4293d362f4b4572a2667574065204/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/d36/dea/d36deabc83b4293d362f4b4572a2667574065204/preview.jpg,http://publications.nsw.gov.au/pub/d36/dea/d36deabc83b4293d362f4b4572a2667574065204/publication.txt,http://publications.nsw.gov.au/pub/d36/dea/d36deabc83b4293d362f4b4572a2667574065204/thumbnail.gif,d36deabc83b4293d362f4b4572a2667574065204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,http://publications.nsw.gov.au/pub/562/afc/562afc85b064ad5b5489458c1f858bfa216c2df7/document.pdf,CityRail network Map,,,,,3840,,2008,,Attribution Creative Commons (cc by),Map,11/11/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©RailCorp June 2008,591K,605223,application/pdf,1,http://publications.nsw.gov.au/pub/562/afc/562afc85b064ad5b5489458c1f858bfa216c2df7/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/562/afc/562afc85b064ad5b5489458c1f858bfa216c2df7/publication.txt,http://publications.nsw.gov.au/pub/562/afc/562afc85b064ad5b5489458c1f858bfa216c2df7/thumbnail.gif,562afc85b064ad5b5489458c1f858bfa216c2df7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,http://publications.nsw.gov.au/pub/bb4/d61/bb4d614212991f7e44704ad4fa22404e84a8dad8/document.pdf,Clinical Excellence Commission Annual Report 2004/2005,,,,Clinical Excellence Commission,,,7/10/2005,,Attribution Creative Commons (cc by),Annual Report,03/12/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1305398,application/pdf,76,http://publications.nsw.gov.au/pub/bb4/d61/bb4d614212991f7e44704ad4fa22404e84a8dad8/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/bb4/d61/bb4d614212991f7e44704ad4fa22404e84a8dad8/preview.jpg,http://publications.nsw.gov.au/pub/bb4/d61/bb4d614212991f7e44704ad4fa22404e84a8dad8/publication.txt,http://publications.nsw.gov.au/pub/bb4/d61/bb4d614212991f7e44704ad4fa22404e84a8dad8/thumbnail.gif,bb4d614212991f7e44704ad4fa22404e84a8dad8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,http://publications.nsw.gov.au/pub/ec8/bc1/ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70/document.pdf,Clinical Excellence Commission Annual Report 2005-2006,,,,Clinical Excellence Commission,,,27/11/2006,,Attribution Creative Commons (cc by),Annual Report,03/12/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,2056294,application/pdf,96,http://publications.nsw.gov.au/pub/ec8/bc1/ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/ec8/bc1/ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70/preview.jpg,http://publications.nsw.gov.au/pub/ec8/bc1/ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70/publication.txt,http://publications.nsw.gov.au/pub/ec8/bc1/ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70/thumbnail.gif,ec8bc15ac4b59d1e8c3905399f533ca3d74d2d70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,http://publications.nsw.gov.au/pub/be5/1d7/be51d7e34f0e82e73733d2726da651cb50363728/document.pdf,Clinical Excellence Commission Annual Report 2008-09,,,,Clinical Excellence Commission,,Health,26/10/2009,,Attribution Creative Commons (cc by),Annual Report,31/12/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2708618,application/pdf,116,http://publications.nsw.gov.au/pub/be5/1d7/be51d7e34f0e82e73733d2726da651cb50363728/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/be5/1d7/be51d7e34f0e82e73733d2726da651cb50363728/publication.txt,http://publications.nsw.gov.au/pub/be5/1d7/be51d7e34f0e82e73733d2726da651cb50363728/thumbnail.gif,be51d7e34f0e82e73733d2726da651cb50363728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,http://publications.nsw.gov.au/pub/ff5/2c4/ff52c4be9134d655f214426fed8636d0306558a3/document.pdf,Clinical Excellence Commission Annual Report 2009-2010,,,,Clinical Excellence Commission,,Health,20/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,4M,4635734,application/pdf,114,http://publications.nsw.gov.au/pub/ff5/2c4/ff52c4be9134d655f214426fed8636d0306558a3/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/ff5/2c4/ff52c4be9134d655f214426fed8636d0306558a3/preview.jpg,http://publications.nsw.gov.au/pub/ff5/2c4/ff52c4be9134d655f214426fed8636d0306558a3/publication.txt,http://publications.nsw.gov.au/pub/ff5/2c4/ff52c4be9134d655f214426fed8636d0306558a3/thumbnail.gif,ff52c4be9134d655f214426fed8636d0306558a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,http://publications.nsw.gov.au/pub/465/6c5/4656c5ac5a3e8e0a9ae7958865e282e456e10859/document.pdf,Communities NSW Annual Report 2009-10,,,,,6437,,21/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,9M,10244215,application/pdf,480,,previewable,published,http://publications.nsw.gov.au/pub/465/6c5/4656c5ac5a3e8e0a9ae7958865e282e456e10859/preview.jpg,,http://publications.nsw.gov.au/pub/465/6c5/4656c5ac5a3e8e0a9ae7958865e282e456e10859/thumbnail.gif,4656c5ac5a3e8e0a9ae7958865e282e456e10859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,http://publications.nsw.gov.au/pub/832/28a/83228ac60a5145ebd351fb8d1caa3d4cd95d57d2/document.pdf,Community Relations Commission Annual Report 2009,,,,,2027,,31/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,6M,6738525,application/pdf,148,http://publications.nsw.gov.au/pub/832/28a/83228ac60a5145ebd351fb8d1caa3d4cd95d57d2/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/832/28a/83228ac60a5145ebd351fb8d1caa3d4cd95d57d2/preview.jpg,http://publications.nsw.gov.au/pub/832/28a/83228ac60a5145ebd351fb8d1caa3d4cd95d57d2/publication.txt,http://publications.nsw.gov.au/pub/832/28a/83228ac60a5145ebd351fb8d1caa3d4cd95d57d2/thumbnail.gif,83228ac60a5145ebd351fb8d1caa3d4cd95d57d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,http://publications.nsw.gov.au/pub/9eb/29d/9eb29d4738e897714b919bff696852b533affbeb/document.pdf,"Consumer, Trader and Tenancy Tribunal Annual Report 2008 – 2009",,,,,3524,,2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1477834,application/pdf,50,http://publications.nsw.gov.au/pub/9eb/29d/9eb29d4738e897714b919bff696852b533affbeb/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/9eb/29d/9eb29d4738e897714b919bff696852b533affbeb/preview.jpg,http://publications.nsw.gov.au/pub/9eb/29d/9eb29d4738e897714b919bff696852b533affbeb/publication.txt,http://publications.nsw.gov.au/pub/9eb/29d/9eb29d4738e897714b919bff696852b533affbeb/thumbnail.gif,9eb29d4738e897714b919bff696852b533affbeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,http://publications.nsw.gov.au/pub/4af/16f/4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7/document.pdf,"Consumer, Trader and Tenancy Tribunal Annual Report 2009 – 2010",,,,,3524,,2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1830315,application/pdf,60,http://publications.nsw.gov.au/pub/4af/16f/4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4af/16f/4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7/preview.jpg,http://publications.nsw.gov.au/pub/4af/16f/4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7/publication.txt,http://publications.nsw.gov.au/pub/4af/16f/4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7/thumbnail.gif,4af16fcf24ef99359c2b8a88f4e8d14e38a27fc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,http://publications.nsw.gov.au/pub/ec2/ae6/ec2ae604b580209a692cb6eec72d1e9e048207d1/document.pdf,Corrective Services NSW Annual Report 2008/09,,,,,1,,21/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,5M,6168651,application/pdf,164,http://publications.nsw.gov.au/pub/ec2/ae6/ec2ae604b580209a692cb6eec72d1e9e048207d1/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/ec2/ae6/ec2ae604b580209a692cb6eec72d1e9e048207d1/preview.jpg,http://publications.nsw.gov.au/pub/ec2/ae6/ec2ae604b580209a692cb6eec72d1e9e048207d1/publication.txt,http://publications.nsw.gov.au/pub/ec2/ae6/ec2ae604b580209a692cb6eec72d1e9e048207d1/thumbnail.gif,ec2ae604b580209a692cb6eec72d1e9e048207d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,http://publications.nsw.gov.au/pub/d15/2cb/d152cb09935973b5e7d596785eae474e586a34a6/document.pdf,Country Energy Annual Report 2006 – 2007,,,,,2813,Land and Resource Management,11/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,2091781,application/pdf,124,http://publications.nsw.gov.au/pub/d15/2cb/d152cb09935973b5e7d596785eae474e586a34a6/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/d15/2cb/d152cb09935973b5e7d596785eae474e586a34a6/publication.txt,http://publications.nsw.gov.au/pub/d15/2cb/d152cb09935973b5e7d596785eae474e586a34a6/thumbnail.gif,d152cb09935973b5e7d596785eae474e586a34a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
